External debt stocks (% of GNI),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Rwanda,,,,,,,,,,,2.21772716950215,0.89647676688863,1.37251228866718,2.75080885589538,4.02230111263563,4.26000088244832,7.19462367254895,11.3974753408625,14.5995472632828,15.1041539376774,16.296548704742,14.7859835690307,15.3567439916968,15.7519661441061,18.1180864529162,21.279899770759,23.2087004457395,27.9817943978935,27.2248646497762,25.7931706075115,27.5257134841522,42.4668332715364,42.1947193573204,46.3923929715282,127.036526406484,79.2241689871922,76.26835235308,60.5636186156479,61.8496608908634,67.2807040523886,73.8735909744691,77.533688095552,88.3168065979288,84.4874016261463,80.5247659287587,59.0805162542355,13.3968056992041,15.6988804361549,14.1710243746596,14.3331978758311,14.2349782391941,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,15.1047159028153,16.7154049949436,18.2084501259016,19.7918778592405,21.6847829916627,27.3463756593264,28.616799690641,30.885176743988,28.1782504278167,27.1506881910615,26.9530405527647,25.2073704748061,27.9578639952374,43.8911562853149,48.4642811838188,49.241896071025,52.6736496076961,70.6748345099863,85.3730801788364,99.0236621819389,87.5748975009377,72.6096262146512,63.587810072877,56.4840034900621,43.9169953934131,46.078309541698,39.9544817518248,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,10.3545829394436,12.0242666234157,12.2863126628403,10.4465819513747,12.4152199519644,14.3929100765145,19.6883781019069,21.8778675213458,21.8571273951815,21.4438373967273,20.6453332921448,21.8912947707305,22.0622328004054,23.4722778322054,24.61075715242,26.6937205129928,26.9088614988913,29.7976394269026,28.3272671206422,33.3764288327355,39.3145704415096,42.7201908466317,47.8780397696482,48.1604790238699,52.3156913863112,41.5025257803057,52.7234714629822,91.1874566470329,42.3107925758077,54.0480310880829,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,7.88617886178862,3.68548258928337,2.80944819157979,9.23907016679116,9.69195446848166,10.3769428842932,11.3989522294986,12.9840853788257,12.2060087992569,13.4202393136794,17.8917085454054,25.7387145448494,25.6464958427822,27.8992375037392,24.2087382916194,24.4703258522736,26.3382275258031,30.1358531630473,30.8734059453399,30.9092306853606,33.3049716698293,34.1157157493868,33.6983470222158,44.1438540893811,49.3518150325362,46.4232926291409,45.1821507070692,41.6047661326141,44.7627766773603,62.16509005393,61.4156195670313,58.4429895864712,49.6924621541605,54.7331928125814,58.166555041238,60.2009117142566,51.2881548340657,37.759420093403,36.4913925006458,37.3022099738917,48.412706043956,
Samoa,,,,,,,,,,,,,,,,,,,,,,,53.8430075910126,59.7164924606039,70.9837317759184,80.5380087591674,75.0454548715322,70.9556186251942,48.1350653169203,47.9961325841548,55.8729742564205,70.013835421329,71.425074526954,83.4859343486277,81.9844456066946,82.642542045929,68.5048370395655,54.5946635009964,59.6785040989688,63.3421039677992,56.051847993198,54.769505822319,57.0164676680547,57.574528865864,47.5055292061286,43.1381136519725,37.8305835030781,38.7334553232088,36.6190778853084,48.9767123605968,56.6369790445598,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.344482355517,277.087964907867,110.414363459788,74.7963242526396,77.5000358941893,85.2515128150563,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,14.4510537534179,14.7356466478452,12.8663858373662,13.9262914412179,16.4797977118923,16.16239307263,18.5733530159826,27.712657882566,35.5827996730823,35.669430073242,43.2882297064299,54.4660229852516,62.1221573452994,77.5997328396783,85.1973283945106,90.2735475690842,80.2693142675711,83.3623799681902,81.6685735852796,69.6329671643304,68.0065126646346,66.1953012773302,62.7396696909151,69.3347209704344,99.0014564943121,82.8921499523132,75.8295032959816,82.7263546770159,81.9025780661719,78.4366428772969,78.7134086513533,76.4665552011592,78.1587513983338,64.5159941438536,49.1404160903427,44.8198356334479,20.5024520375395,22.7150370331896,21.4217610393241,27.4489720668293,28.5021689857883,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5977155684719,67.2126721612547,61.7928786636747,189.078102863629,109.912800569147,75.9130503556638,72.5479197095601,61.6091349467268,64.5449943309496,68.7374046697675,67.7521528244347,64.0119040169989,80.8290901490636,84.2728683362736,
Seychelles,,,,,,,,,,,,,,,,,,,,,59.2378437376074,23.95077890514,33.5795063240603,36.9362470103093,46.6446335173824,57.8796835159542,72.7045549695493,73.8341153024209,60.9930257041272,54.7673686697248,51.981107770573,54.2873510140406,44.6240346889952,39.1599193802617,41.3570556170335,40.5331731153565,37.9829260166288,34.0747105277577,41.1370258799741,42.0723786243154,52.0701458063694,52.9242757930384,62.0329446008032,65.7882685025154,66.7328202881661,79.5410237068966,118.732090633209,147.669789366892,179.525696785107,245.469263125687,176.653399190202,
Sierra Leone,,,,,,,,,,,14.425155790522,27.0458709720735,26.0993987179528,25.1046296405297,30.3679603346052,30.7617306194409,40.2218617857998,43.3637843266565,37.4191011027357,37.9134843696908,43.9335859563044,54.5179960019559,49.4323582437852,66.6067080919314,57.9815968413152,85.4436123310169,192.74720677159,153.95413277582,102.635053235327,121.841643690785,202.88076429643,173.804370968223,226.354256015837,210.794682058862,191.507560760005,149.003051680035,133.265207333713,140.47626460144,200.88838035577,195.445388107724,193.121506380374,154.46116900401,150.019741159813,158.714332695856,157.369495570946,148.880259352296,108.043801056781,32.1436417964565,31.6890909286089,37.7605915721496,40.83880805306,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,16.8275206375839,14.1374756820878,17.9857991061452,19.5178191570881,21.8092875,28.7736447848286,26.224286115007,42.6807715039578,56.3292757894737,59.9226358588957,48.8849898097826,43.8978982194141,58.1189912645432,56.1819528132992,36.453182624769,58.9705199987322,53.4493823453668,49.492491019773,43.5632437267081,24.9764642055279,33.3173836795582,34.6312210462433,35.6724605701238,40.5015732957124,52.9336542088164,53.6297555430244,46.7371882394856,40.0596973260715,37.6451847936584,32.2546371279423,30.0825635818791,32.9564982556234,38.8481551330587,
Somalia,,,,,,,,,,,24.3599234771014,25.5272235230764,24.2297395331994,24.4117442191237,37.2155682845092,32.2046680751776,35.6221844033083,79.2241589583152,92.0035085334181,97.342945473063,109.466185157751,152.011195450272,160.285281713545,193.765476166787,201.268002325532,198.125513703438,206.115471075844,209.766544258584,213.359073999077,212.767058598541,283.881957750726,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2504607916744,17.106236438438,18.5251165532033,17.3582849928693,18.8761549577312,18.3937192330712,19.167459917964,20.9601526492134,23.1730164502144,16.7613175123707,12.6232622720095,12.8325135220575,13.8832005799861,15.7778447522454,15.9764915067012,15.3619122409317,12.6698171675321,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,20.2213639573199,23.9919422566026,23.4650080472867,23.9913441372736,24.1868443347919,24.2006308057073,30.4186532835356,32.1274430829281,54.8807940325266,46.2650024860875,45.2701698348951,50.8841438963804,54.4947890342915,56.0993056811513,50.9811250092061,59.4622489888308,64.0087616996038,71.4085060163465,74.8046766997087,74.6959719467328,73.5342298102811,73.713835496206,66.8860842019924,66.7493707482857,68.3512411767977,65.2825773841135,60.564767589509,54.3266886784305,58.1088057341052,63.7460903744098,56.7367768362466,56.0389896940098,57.4802546982185,55.5849105299034,53.9759464999186,47.1733696614526,42.6380067654479,44.9046663395142,39.2867054707187,41.39443750085,41.8106104182217,
Sudan,,,,,,,,,,,18.4579797191715,17.5316095058782,18.464705708352,18.5865540138716,29.1607838877565,33.6867891264716,35.1887131194424,35.3776733706307,39.3901712676404,48.9884466765422,68.3854080230867,67.4241118615681,78.8381139561782,90.6671054911551,87.8680922067461,74.2940430779458,62.3567693930032,56.2370107065565,77.2795784454301,91.9982094786256,129.392684258607,155.705101976494,249.546175324007,197.353645382459,142.238434647216,136.241441767162,195.86020998178,143.878363044154,154.549467181581,157.517923390956,141.408530315077,123.462535804824,117.078991154132,104.623539051293,91.255681754175,67.0743105270101,54.0236608586756,45.666254027005,37.8411128952396,41.4774911662046,39.0530256079479,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,38.0067112669349,27.9573781502435,24.748038357779,19.2583698056677,,,,,,,,,,,,,,,,,21.8710851616861,21.2088948068943,17.3749694213815,16.2117949590489,17.1447751141768,14.0183482408376,13.4318229937898,22.0236785769766,18.6067057042061,20.5091327527403,17.376003854585,18.8938688958989,26.9453180457037,20.9472792019757,18.5331790318888,16.3672370153474,15.4195532075716,13.5110920488026,13.0776837285093,15.4277517660998,17.1724327293156,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.910872092122,160.243540558525,156.831050635872,158.500297206044,149.91747735235,120.106920606556,103.508667856877,,,,,,,10.0929190441622,9.67677751955206,8.15528378512832,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.509677471312972,23.6222221655174,44.3078065015796,53.5556938373612,72.2782311237989,118.567456933401,96.585052614401,120.59009425375,125.38572954502,102.729779647024,98.0514616604764,78.4725850874582,51.9324865884632,45.0303121377437,34.81158462884,33.6304284076088,46.5159845055758,51.9498321885292,53.0522858513042,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.020201957601,137.800668661185,158.292294576785,137.322167633652,150.913572553399,165.179552056577,165.733734239607,143.680197979928,114.208320064146,93.8725595624669,81.1636150853519,81.8367642125938,70.9480990783235,62.7931649223558,66.0376186792367,62.693245509201,67.1459485631377,59.1952580801223,28.2511641114691,29.7385502633894,28.7658035993695,34.2481726751463,37.6505990964474,
Thailand,,,,,,,,,,,14.1001876451201,14.6418167553355,15.0865988313945,11.5398855670058,11.6869940535431,12.5334125969593,13.7277699542339,16.9592851210692,21.1046281825105,24.5528873643419,25.8555753952607,31.6424824156007,33.9601399511244,34.9405724093897,36.2835263820234,45.7709127990636,43.7753379880605,40.9344279353858,35.7726188953805,32.9299581685501,33.3383259180704,38.9538198426715,38.3430336627203,42.7268110133378,46.1209995021012,60.5262755030102,63.420596501068,74.6464450216316,97.1544469900147,81.1240292750318,65.9885265383121,59.7086679948652,48.4778042789611,37.2913318081894,32.0780073524726,27.629489431993,23.097481240098,19.0392667506673,18.9598312996721,22.8413169602895,23.358159203355,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,16.0292211310832,16.8804228868522,14.3564830561166,17.655237167752,22.5851757981773,27.4004274515172,39.3609561898396,56.827785419194,102.018164029529,126.818867134409,102.359162071073,109.316643159857,121.541591731963,126.89285583516,118.903008988129,128.928520816618,104.5846563096,102.859319886702,91.8694811985091,89.5557645603319,80.1378205107922,85.9818857128156,81.2200240281158,107.152767479238,156.33701222678,116.673594842417,103.419326153628,91.5423642726678,94.1091462978683,99.0703814850816,109.974215814062,108.367466063778,108.942311704166,98.6717479635321,89.7427091123635,91.3915014311423,89.0820970111788,89.0074256955301,58.0280902490501,58.0722287785644,61.1469258311451,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,38.0027232833992,39.529517579722,41.8108134144634,32.4348307219432,34.412688319522,38.1572058794306,32.8852027933538,30.7650229809938,31.2933570108361,28.4489909745004,30.4502749805344,27.8206955160576,26.554683446512,32.6888290675254,34.2359586291432,34.1509292594849,38.0302582776682,39.2392023793135,40.4163375895625,35.1517497418331,30.6747279432029,27.2279790273467,27.6923810493404,24.9845197074211,31.4369968475146,39.6745123408798,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,43.372564173337,41.2807146453734,34.6642211652933,33.5328673087407,29.2503807073955,26.4417641919611,29.6227949773071,45.4680280156658,51.1283471045487,49.096372306216,41.710394398983,44.3710070974656,48.1078831156463,50.197841150986,51.1653094125408,60.5929298417797,69.1241527550692,73.996792035113,70.8289677322192,72.4613689652681,64.703417013341,65.9035576472223,57.8294187772725,63.5194100321787,65.1978516154553,62.994196681875,61.33865312635,62.4108921061096,57.1277842004219,59.4766208452062,61.0299562601895,67.4639579156009,76.8370707943602,76.563666458255,72.5161719104042,65.4571249258881,63.052923984116,60.7911217485583,53.9952242542769,52.6469132862838,51.0957288242982,
Turkey,,,,,,,,,,,16.1470928359994,20.3335638992721,17.4982908358279,16.4293290613671,13.0785994099534,11.3656959647211,11.7526627622509,19.6245584300621,22.9746664511187,18.0218405625623,28.2789746105408,27.6384634876372,31.249858250756,33.7338376482081,36.9460947762631,39.6039241942224,44.5947956792936,48.1192086749028,46.4036023413901,39.6666393446433,33.3567699505791,34.2863462957379,36.1435756679907,38.6117809651049,51.9902472197269,44.3713522036697,44.7102066290421,45.3480136820476,36.4071323350828,41.2759516697983,44.4256228591907,59.0536239525786,56.7486102904714,48.3914598389633,41.2594301849882,35.381139092946,39.0635656455934,39.5204695873001,39.3476079021423,44.7295957003002,40.397910796738,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63393695898627,16.2504420757784,16.0858364086268,31.5583136649429,73.631585729029,90.8695560544034,107.828072985862,92.3356699404379,66.2022729454274,45.5075882648188,29.5477507660931,22.6158609169608,14.0294535852758,9.18000300061592,6.23822019383647,4.02355678474474,3.21357011327322,2.13210276120158,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,12.1881480897661,12.3577054365205,12.0553532066063,10.4018201194922,9.70100132882979,8.8812514285625,9.99412845465506,10.2800006895175,17.6880429978448,27.6442689060504,55.8114628882728,53.3760283795003,40.6473596132391,45.9777487507404,30.1023289866423,35.7274847547443,36.6800321790642,31.1063913280115,30.0803093532791,42.1490267096341,61.64129957649,85.8974999595488,106.529253584899,96.2573321190812,86.4666721514874,63.3395948301798,61.8547419727085,62.4971681384643,59.9408102042639,58.4435296152268,57.4610762936893,64.945306601944,65.5655147340803,72.7074002769755,60.4218661466599,49.0172262343988,12.6641823012113,13.5368388812699,15.6879835189186,15.8877758871748,17.9045957147657,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.745455316157489,6.01733871729362,10.7952835904581,17.7691445990344,21.6844483957248,22.4862440418133,31.8601696360331,45.4177159865587,40.1884594978591,54.9183593920508,51.8298176150932,48.1911436691742,45.8005433052726,38.1505596796995,48.30753696516,55.1069469451833,54.0759441585266,90.1093646020166,85.8963711027619,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,,,,,,,,,,,15.2680997420464,14.4835774427823,21.4607081410211,13.0463584795026,20.3970320530475,26.1845341884438,28.6374183014798,27.3028962956522,20.6555789567553,18.5731460353474,16.9689277940965,19.8134553536513,29.4383959657503,68.3702766328343,72.9340680317112,89.4776984626495,69.9090626814415,60.8440420141502,48.4578426671308,55.1124305341054,49.2736324306931,38.27860986691,36.1446125180281,32.8492875975479,29.5839765794821,27.9962901072193,29.0730734285448,28.0683690293523,30.0601805631574,32.9593823350471,36.948941277202,44.2729181133307,74.0919305648621,94.6379257532793,89.381086148034,65.8294439863104,49.6270324263027,42.1133603346232,31.6721354379781,36.3166978921531,28.9752060136219,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461275746870618,7.88704714261883,9.6852745146937,13.502489354559,17.1325920024995,20.0175999658115,22.5883429808879,29.210714862912,34.2113203077943,43.4721170972796,50.2811863147155,49.1151556644823,40.2536747749559,29.9801168527688,24.0461985549848,18.8118512167656,17.046805962991,20.0691187102242,18.9793297212159,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,3.66119004623686,4.93784211867513,10.9334818408461,10.7524104770367,12.92039614713,15.387217415496,20.719664372638,19.1778304518822,20.8105379259294,23.5005592706487,20.1948352062066,20.7540637048978,22.2025641940928,23.9002528242785,22.5720813848793,21.6703369436749,21.373748124575,24.4206546554061,24.1513126014139,27.8127498596485,27.2197514571109,34.7787971108038,31.3273632989608,33.7387066855479,21.5801978388709,19.4063472206857,18.9978577003232,20.5201206549334,21.8601905649343,20.9247666434582,
Venezuela,,,,,,,,,,,11.4326354182035,14.0449329208979,16.4595794949349,14.9886505135489,9.34720442540331,7.08682246991681,13.5631967697728,25.326902934758,35.6441267487376,43.1741052881125,43.5130492383812,42.2382278764746,42.7975157049314,50.0968849126615,68.459819756336,63.4431494296743,59.9255251412011,79.0711243973145,61.316534569127,81.4056613356093,71.7154398837692,66.7266441771186,66.7230851382864,66.567604183424,67.6277317773231,49.0004528434212,52.2491866051206,42.8627480132334,42.5230612299356,42.5279679823707,36.5742864287276,32.3845048788551,40.7118425340114,46.9433574970845,35.6597958102377,31.3212721624167,23.979860263933,21.0985624781136,16.9167239337907,17.0750781729029,14.3387374099491,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.061754421262,384.011662183776,257.055515319703,255.318278207675,190.616572560454,156.222833986144,123.980063105633,108.189282020969,82.6379120763025,84.0856422617698,82.0063167622267,41.7306132781179,39.220971992256,38.5488563999192,40.882136039138,40.2346802229278,36.613324766716,31.2181764707501,32.9467347125264,28.5678060570101,31.2742197018685,36.4812252917766,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.597969837198,129.926299013467,123.14021611022,132.322001552667,188.611709714008,169.944221989068,124.031133245914,61.8293419913824,94.0644503750117,89.2886444178949,58.0130597745691,59.3546393150373,58.6431002482421,55.316151203451,44.4784032122865,36.0956208758656,31.7275862894645,30.0748233264281,25.3213649615555,25.5890067930863,,
Zambia,,,,,,,,,,,46.700739548583,53.4824183546981,52.8966622820548,45.8841320568182,43.9348502931734,73.8837360482243,78.0328394014927,96.9324592241855,97.6413763439979,98.9711664313259,90.2691797855713,92.5056982265588,100.629051699923,122.06050454873,153.633317671416,225.952960823572,414.945018107382,337.282796076356,201.741524660385,182.664205155302,229.538239231603,232.499653994664,233.671796963823,214.606483278194,218.911249240448,215.071300753805,230.385333845103,181.983631085654,227.912758506103,197.457810042809,185.691640160252,175.808085971936,184.632545215443,160.483349287702,146.09475271977,81.5818307934406,23.8398913994321,27.3412479343519,22.4633586220158,26.5583551228237,25.7958170211938,
Zimbabwe,,,,,,,,,,,12.471136116207,11.1014380910121,8.28050260959109,6.64902886226284,5.5332518972918,4.33709280373063,3.38959695080281,4.65013366113328,10.3926404809311,10.9677476305528,12.0311003695797,15.9851826700899,22.5116436533507,28.9654332852498,34.99150590747,43.7952534958838,43.4473308997566,44.1898720680406,35.5823477160064,34.9290014169556,38.5205199510094,41.6606251695507,63.742973971849,67.2837970559843,68.0220633738092,73.5299186055637,60.5377854436777,60.0791556313906,76.4262478141857,67.3618867694384,60.9545840486608,55.2911487073827,63.5828039629911,80.471504305589,86.5024643924007,77.4906627217928,91.9313571910208,111.688387931605,128.868139121604,89.0067111605488,71.7833142530052,